Word, frequency/nthe, 1
project, 1
gutenberg, 1
ebook, 1
of, 1
pride, 1
and, 1
prejudice, 1
by, 1
jane, 1
austen, 1
chapter, 1
1, 1
it, 1
is, 1
a, 1
truth, 1
universally, 1
acknowledged, 1
that, 1
single, 1
man, 1
in, 1
possession, 1
good, 1
fortune, 1
must, 1
be, 1
want, 1
wife, 1
however, 1
little, 1
known, 1
feelings, 1
or, 1
views, 1
such, 1
may, 1
on, 1
his, 1
first, 1
entering, 1
neighbourhood, 1
this, 1
so, 1
well, 1
fixed, 1
minds, 1
surrounding, 1
families, 1
he, 1
considered, 1
rightful, 1
property, 1
some, 1
one, 1
other, 1
their, 1
daughters, 1
my, 1
dear, 1
mr, 1
bennet, 1
said, 1
lady, 1
to, 1
him, 1
day, 1
have, 1
you, 1
heard, 1
netherfield, 1
park, 1
let, 1
at, 1
last, 1
replied, 1
had, 1
not, 1
but, 1
returned, 1
she, 1
for, 1
mrs, 1
long, 1
has, 1
just, 1
been, 1
here, 1
told, 1
me, 1
all, 1
about, 1
made, 1
no, 1
answer, 1
do, 1
know, 1
who, 1
taken, 1
cried, 1
impatiently, 1
tell, 1
i, 1
objection, 1
hearing, 1
was, 1
invitation, 1
enough, 1
why, 1
says, 1
young, 1
large, 1
from, 1
north, 1
england, 1
came, 1
down, 1
monday, 1
chaise, 1
four, 1
see, 1
place, 1
much, 1
delighted, 1
with, 1
agreed, 1
morris, 1
immediately, 1
take, 1
before, 1
michaelmas, 1
servants, 1
are, 1
house, 1
end, 1
next, 1
week, 1
what, 1
name, 1
bingley, 1
married, 1
oh, 1
sure, 1
five, 1
thousand, 1
year, 1
fine, 1
thing, 1
our, 1
girls, 1
how, 1
can, 1
affect, 1
them, 1
tiresome, 1
am, 1
thinking, 1
marrying, 1
design, 1
settling, 1
nonsense, 1
talk, 1
very, 1
likely, 1
fall, 1
love, 1
therefore, 1
visit, 1
as, 1
soon, 1
comes, 1
occasion, 1
go, 1
send, 1
themselves, 1
which, 1
perhaps, 1
will, 1
still, 1
better, 1
handsome, 1
any, 1
like, 1
best, 1
party, 1
flatter, 1
certainly, 1
share, 1
beauty, 1
pretend, 1
anything, 1
extraordinary, 1
now, 1
when, 1
woman, 1
grownup, 1
ought, 1
give, 1
over, 1
her, 1
own, 1
cases, 1
often, 1
think, 1
indeed, 1
into, 1
more, 1
than, 1
engage, 1
assure, 1
consider, 1
your, 1
only, 1
an, 1
establishment, 1
would, 1
sir, 1
william, 1
lucas, 1
determined, 1
merely, 1
account, 1
general, 1
they, 1
newcomers, 1
impossible, 1
us, 1
if, 1
overscrupulous, 1
surely, 1
dare, 1
say, 1
glad, 1
few, 1
lines, 1
hearty, 1
consent, 1
whichever, 1
chooses, 1
though, 1
throw, 1
word, 1
lizzy, 1
desire, 1
bit, 1
others, 1
half, 1
nor, 1
goodhumoured, 1
lydia, 1
always, 1
giving, 1
preference, 1
none, 1
recommend, 1
silly, 1
ignorant, 1
something, 1
quickness, 1
sisters, 1
abuse, 1
children, 1
way, 1
delight, 1
vexing, 1
compassion, 1
poor, 1
nerves, 1
mistake, 1
high, 1
respect, 1
old, 1
friends, 1
mention, 1
consideration, 1
these, 1
twenty, 1
years, 1
least, 1
ah, 1
suffer, 1
hope, 1
get, 1
live, 1
many, 1
men, 1
come, 1
use, 1
should, 1
since, 1
depend, 1
upon, 1
there, 1
odd, 1
mixture, 1
quick, 1
parts, 1
sarcastic, 1
humour, 1
reserve, 1
caprice, 1
experience, 1
threeandtwenty, 1
insufficient, 1
make, 1
understand, 1
character, 1
mind, 1
less, 1
difficult, 1
develop, 1
mean, 1
understanding, 1
information, 1
uncertain, 1
temper, 1
discontented, 1
fancied, 1
herself, 1
nervous, 1
business, 1
life, 1
its, 1
solace, 1
visiting, 1
news, 1
2, 1
among, 1
earliest, 1
those, 1
waited, 1
intended, 1
assuring, 1
till, 1
evening, 1
after, 1
paid, 1
knowledge, 1
then, 1
disclosed, 1
following, 1
manner, 1
observing, 1
second, 1
daughter, 1
employed, 1
trimming, 1
hat, 1
suddenly, 1
addressed, 1
we, 1
likes, 1
mother, 1
resentfully, 1
forget, 1
mamma, 1
elizabeth, 1
shall, 1
meet, 1
assemblies, 1
promised, 1
introduce, 1
believe, 1
two, 1
nieces, 1
selfish, 1
hypocritical, 1
opinion, 1
find, 1
serving, 1
deigned, 1
reply, 1
unable, 1
contain, 1
began, 1
scolding, 1
dont, 1
keep, 1
coughing, 1
kitty, 1
heavens, 1
sake, 1
tear, 1
pieces, 1
discretion, 1
coughs, 1
father, 1
times, 1
ill, 1
cough, 1
amusement, 1
fretfully, 1
ball, 1
tomorrow, 1
fortnight, 1
aye, 1
does, 1
back, 1
advantage, 1
friend, 1
acquainted, 1
myself, 1
teasing, 1
honour, 1
circumspection, 1
fortnights, 1
acquaintance, 1
cannot, 1
really, 1
venture, 1
somebody, 1
else, 1
neices, 1
stand, 1
chance, 1
act, 1
kindness, 1
decline, 1
office, 1
stared, 1
meaning, 1
emphatic, 1
exclamation, 1
forms, 1
introduction, 1
stress, 1
laid, 1
quite, 1
agree, 1
mary, 1
deep, 1
reflection, 1
read, 1
great, 1
books, 1
extracts, 1
wished, 1
sensible, 1
knew, 1
while, 1
adjusting, 1
ideas, 1
continued, 1
return, 1
sick, 1
sorry, 1
hear, 1
did, 1
morning, 1
called, 1
unlucky, 1
actually, 1
escape, 1
astonishment, 1
ladies, 1
surpassing, 1
rest, 1
tumult, 1
joy, 1
declare, 1
expected, 1
persuade, 1
loved, 1
too, 1
neglect, 1
pleased, 1
joke, 1
gone, 1
never, 1
choose, 1
spoke, 1
left, 1
room, 1
fatigued, 1
raptures, 1
excellent, 1
door, 1
shut, 1
ever, 1
amends, 1
either, 1
matter, 1
time, 1
pleasant, 1
making, 1
new, 1
acquaintances, 1
every, 1
sakes, 1
youngest, 1
dance, 1
stoutly, 1
afraid, 1
im, 1
tallest, 1
spent, 1
conjecturing, 1
bennets, 1
determining, 1
ask, 1
dinner, 1
3, 1
assistance, 1
could, 1
subject, 1
sufficient, 1
draw, 1
husband, 1
satisfactory, 1
description, 1
attacked, 1
various, 1
wayswith, 1
barefaced, 1
questions, 1
ingenious, 1
suppositions, 1
distant, 1
surmises, 1
eluded, 1
skill, 1
were, 1
obliged, 1
accept, 1
secondhand, 1
intelligence, 1
neighbour, 1
report, 1
highly, 1
favourable, 1
wonderfully, 1
extremely, 1
agreeable, 1
crown, 1
whole, 1
meant, 1
assembly, 1
nothing, 1
delightful, 1
fond, 1
dancing, 1
certain, 1
step, 1
towards, 1
falling, 1
lively, 1
hopes, 1
bingleys, 1
heart, 1
entertained, 1
happily, 1
settled, 1
equally, 1
wish, 1
days, 1
sat, 1
ten, 1
minutes, 1
library, 1
being, 1
admitted, 1
sight, 1
whose, 1
saw, 1
somewhat, 1
fortunate, 1
ascertaining, 1
upper, 1
window, 1
wore, 1
blue, 1
coat, 1
rode, 1
black, 1
horse, 1
afterwards, 1
dispatched, 1
already, 1
planned, 1
courses, 1
credit, 1
housekeeping, 1
arrived, 1
deferred, 1
town, 1
consequently, 1
etc, 1
disconcerted, 1
imagine, 1
arrival, 1
hertfordshire, 1
fear, 1
might, 1
flying, 1
another, 1
quieted, 1
fears, 1
starting, 1
idea, 1
london, 1
followed, 1
bring, 1
twelve, 1
seven, 1
gentlemen, 1
grieved, 1
number, 1
comforted, 1
instead, 1
brought, 1
six, 1
londonhis, 1
cousin, 1
entered, 1
consisted, 1
altogethermr, 1
eldest, 1
goodlooking, 1
gentlemanlike, 1
countenance, 1
easy, 1
unaffected, 1
manners, 1
women, 1
air, 1
decided, 1
fashion, 1
brotherinlaw, 1
hurst, 1
looked, 1
gentleman, 1
darcy, 1
drew, 1
attention, 1
tall, 1
person, 1
features, 1
noble, 1
mien, 1
circulation, 1
within, 1
entrance, 1
having, 1
pronounced, 1
figure, 1
declared, 1
handsomer, 1
admiration, 1
gave, 1
disgust, 1
turned, 1
tide, 1
popularity, 1
discovered, 1
proud, 1
above, 1
company, 1
estate, 1
derbyshire, 1
save, 1
most, 1
forbidding, 1
disagreeable, 1
unworthy, 1
compared, 1
himself, 1
principal, 1
people, 1
unreserved, 1
danced, 1
angry, 1
closed, 1
early, 1
talked, 1
amiable, 1
qualities, 1
speak, 1
contrast, 1
between, 1
once, 1
miss, 1
declined, 1
introduced, 1
walking, 1
speaking, 1
occasionally, 1
proudest, 1
world, 1
everybody, 1
hoped, 1
again, 1
amongst, 1
violent, 1
against, 1
dislike, 1
behaviour, 1
sharpened, 1
particular, 1
resentment, 1
slighted, 1
scarcity, 1
sit, 1
dances, 1
during, 1
part, 1
standing, 1
near, 1
conversation, 1
press, 1
join, 1
hate, 1
yourself, 1
stupid, 1
detest, 1
unless, 1
particularly, 1
partner, 1
insupportable, 1
engaged, 1
whom, 1
punishment, 1
up, 1
fastidious, 1
kingdom, 1
met, 1
several, 1
uncommonly, 1
pretty, 1
girl, 1
looking, 1
beautiful, 1
creature, 1
beheld, 1
sitting, 1
behind, 1
turning, 1
round, 1
moment, 1
catching, 1
eye, 1
withdrew, 1
coldly, 1
tolerable, 1
tempt, 1
present, 1
consequence, 1
enjoy, 1
smiles, 1
wasting, 1
advice, 1
walked, 1
off, 1
remained, 1
cordial, 1
toward, 1
story, 1
spirit, 1
playful, 1
disposition, 1
ridiculous, 1
altogether, 1
passed, 1
pleasantly, 1
family, 1
seen, 1
admired, 1
twice, 1
distinguished, 1
gratified, 1
quieter, 1
felt, 1
janes, 1
pleasure, 1
mentioned, 1
accomplished, 1
catherine, 1
without, 1
partners, 1
yet, 1
learnt, 1
care, 1
spirits, 1
longbourn, 1
village, 1
where, 1
lived, 1
inhabitants, 1
found, 1
book, 1
regardless, 1
deal, 1
curiosity, 1
event, 1
raised, 1
splendid, 1
expectations, 1
rather, 1
wifes, 1
stranger, 1
disappointed, 1
out, 1
different, 1
thought, 1
asked, 1
vexed, 1
admire, 1
nobody, 1
seemed, 1
struck, 1
going, 1
inquired, 1
got, 1
third, 1
king, 1
fourth, 1
maria, 1
fifth, 1
sixth, 1
boulanger, 1
gods, 1
sprained, 1
ankle, 1
excessively, 1
charming, 1
elegant, 1
dresses, 1
lace, 1
hursts, 1
gown, 1
interrupted, 1
protested, 1
finery, 1
seek, 1
branch, 1
related, 1
bitterness, 1
exaggeration, 1
shocking, 1
rudeness, 1
added, 1
lose, 1
suiting, 1
fancy, 1
horrid, 1
worth, 1
pleasing, 1
conceited, 1
enduring, 1
fancying, 1
given, 1
setdowns, 1
4, 1
alone, 1
former, 1
cautious, 1
praise, 1
expressed, 1
sister, 1
happy, 1
mannersso, 1
ease, 1
perfect, 1
breeding, 1
also, 1
likewise, 1
possibly, 1
thereby, 1
complete, 1
flattered, 1
asking, 1
expect, 1
compliment, 1
difference, 1
compliments, 1
surprise, 1
natural, 1
help, 1
seeing, 1
thanks, 1
gallantry, 1
leave, 1
liked, 1
stupider, 1
apt, 1
fault, 1
anybody, 1
eyes, 1
human, 1
hasty, 1
censuring, 1
anyone, 1
makes, 1
wonder, 1
sense, 1
honestly, 1
blind, 1
follies, 1
affectation, 1
candour, 1
common, 1
enoughone, 1
meets, 1
everywhere, 1
candid, 1
ostentation, 1
designto, 1
everybodys, 1
badbelongs, 1
mans, 1
equal, 1
notat, 1
converse, 1
brother, 1
mistaken, 1
listened, 1
silence, 1
convinced, 1
calculated, 1
please, 1
observation, 1
pliancy, 1
judgement, 1
unassailed, 1
disposed, 1
approve, 1
fact, 1
deficient, 1
power, 1
chose, 1
educated, 1
private, 1
seminaries, 1
pounds, 1
habit, 1
spending, 1
associating, 1
rank, 1
entitled, 1
meanly, 1
respectable, 1
circumstance, 1
deeply, 1
impressed, 1
memories, 1
brothers, 1
acquired, 1
trade, 1
inherited, 1
amount, 1
nearly, 1
hundred, 1
purchase, 1
sometimes, 1
choice, 1
county, 1
provided, 1
liberty, 1
manor, 1
doubtful, 1
easiness, 1
whether, 1
spend, 1
remainder, 1
generation, 1
anxious, 1
established, 1
tenant, 1
means, 1
unwilling, 1
preside, 1
tablenor, 1
home, 1
suited, 1
age, 1
tempted, 1
accidental, 1
recommendation, 1
look, 1
halfanhourwas, 1
situation, 1
rooms, 1
satisfied, 1
owner, 1
took, 1
steady, 1
friendship, 1
spite, 1
opposition, 1
endeared, 1
openness, 1
ductility, 1
offer, 1
greater, 1
appeared, 1
dissatisfied, 1
strength, 1
darcys, 1
regard, 1
firmest, 1
reliance, 1
highest, 1
superior, 1
clever, 1
same, 1
haughty, 1
reserved, 1
wellbred, 1
inviting, 1
greatly, 1
wherever, 1
continually, 1
offense, 1
meryton, 1
sufficiently, 1
characteristic, 1
prettier, 1
kind, 1
attentive, 1
formality, 1
stiffness, 1
conceive, 1
angel, 1
contrary, 1
collection, 1
smallest, 1
interest, 1
received, 1
smiled, 1
allowed, 1
sobut, 1
sweet, 1
object, 1
authorized, 1
commendation, 1
5, 1
short, 1
walk, 1
intimate, 1
formerly, 1
risen, 1
knighthood, 1
address, 1
mayoralty, 1
distinction, 1
strongly, 1
residence, 1
small, 1
market, 1
quitting, 1
both, 1
removed, 1
mile, 1
denominated, 1
period, 1
lodge, 1
importance, 1
unshackled, 1
occupy, 1
solely, 1
civil, 1
elated, 1
render, 1
supercilious, 1
nature, 1
inoffensive, 1
friendly, 1
obliging, 1
presentation, 1
st, 1
jamess, 1
courteous, 1
valuable, 1
intelligent, 1
twentyseven, 1
elizabeths, 1
lucases, 1
absolutely, 1
necessary, 1
communicate, 1
charlotte, 1
selfcommand, 1
yes, 1
suppose, 1
because, 1
seem, 1
herindeed, 1
didi, 1
itbut, 1
hardly, 1
whatsomething, 1
robinson, 1
overheard, 1
robinsons, 1
prettiest, 1
answering, 1
question, 1
beyond, 1
doubt, 1
opinions, 1
point, 1
indeedthat, 1
ifbut, 1
overhearings, 1
purpose, 1
yours, 1
eliza, 1
listening, 1
hepoor, 1
elizato, 1
beg, 1
put, 1
lizzys, 1
head, 1
illtreatment, 1
misfortune, 1
night, 1
close, 1
halfanhour, 1
opening, 1
lips, 1
maamis, 1
ayebecause, 1
speaks, 1
remarkably, 1
guess, 1
eat, 1
somehow, 1
carriage, 1
hack, 1
talking, 1
maam, 1
safely, 1
promise, 1
offend, 1
excuse, 1
everything, 1
favour, 1
express, 1
right, 1
true, 1
easily, 1
forgive, 1
mortified, 1
mine, 1
observed, 1
piqued, 1
solidity, 1
reflections, 1
failing, 1
prone, 1
cherish, 1
feeling, 1
selfcomplacency, 1
score, 1
quality, 1
real, 1
imaginary, 1
vanity, 1
things, 1
words, 1
used, 1
synonymously, 1
vain, 1
relates, 1
ourselves, 1
rich, 1
pack, 1
foxhounds, 1
drink, 1
bottle, 1
wine, 1
away, 1
directly, 1
boy, 1
argument, 1
ended, 1
6, 1
due, 1
form, 1
grew, 1
goodwill, 1
intolerable, 1
younger, 1
greatest, 1
superciliousness, 1
treatment, 1
excepting, 1
even, 1
value, 1
arising, 1
probability, 1
influence, 1
generally, 1
evident, 1
whenever, 1
yielding, 1
begun, 1
entertain, 1
united, 1
composure, 1
uniform, 1
cheerfulness, 1
guard, 1
suspicions, 1
impertinent, 1
able, 1
impose, 1
public, 1
case, 1
disadvantage, 1
guarded, 1
conceals, 1
affection, 1
opportunity, 1
fixing, 1
consolation, 1
dark, 1
gratitude, 1
almost, 1
attachment, 1
safe, 1
itself, 1
begin, 1
freelya, 1
slight, 1
encouragement, 1
nine, 1
show, 1
feels, 1
undoubtedly, 1
allow, 1
perceive, 1
simpleton, 1
discover, 1
remember, 1
partial, 1
endeavour, 1
conceal, 1
sees, 1
tolerably, 1
hours, 1
together, 1
each, 1
mixed, 1
parties, 1
conversing, 1
halfhour, 1
command, 1
secure, 1
leisure, 1
plan, 1
adopt, 1
acting, 1
degree, 1
reasonableness, 1
dined, 1
represent, 1
appetite, 1
evenings, 1
togetherand, 1
enabled, 1
ascertain, 1
vingtun, 1
commerce, 1
leading, 1
unfolded, 1
success, 1
happiness, 1
studying, 1
twelvemonth, 1
marriage, 1
entirely, 1
dispositions, 1
similar, 1
beforehand, 1
advance, 1
felicity, 1
continue, 1
grow, 1
unlike, 1
vexation, 1
possible, 1
defects, 1
pass, 1
laugh, 1
sound, 1
occupied, 1
attentions, 1
far, 1
suspecting, 1
becoming, 1
scarcely, 1
criticise, 1
sooner, 1
clear, 1
feature, 1
face, 1
rendered, 1
expression, 1
discovery, 1
succeeded, 1
mortifying, 1
detected, 1
critical, 1
failure, 1
symmetry, 1
forced, 1
acknowledge, 1
light, 1
asserting, 1
fashionable, 1
caught, 1
playfulness, 1
perfectly, 1
unaware, 1
nowhere, 1
attended, 1
doing, 1
notice, 1
lucass, 1
assembled, 1
colonel, 1
forster, 1
satirical, 1
approaching, 1
seeming, 1
intention, 1
defied, 1
provoking, 1
energy, 1
energetic, 1
severe, 1
turn, 1
teased, 1
open, 1
instrument, 1
follows, 1
strange, 1
friendalways, 1
wanting, 1
play, 1
sing, 1
musical, 1
invaluable, 1
performers, 1
persevering, 1
gravely, 1
glancing, 1
saying, 1
course, 1
familiar, 1
breath, 1
cool, 1
porridge, 1
swell, 1
song, 1
performance, 1
capital, 1
entreaties, 1
eagerly, 1
plain, 1
worked, 1
hard, 1
accomplishments, 1
impatient, 1
display, 1
neither, 1
genius, 1
taste, 1
application, 1
pedantic, 1
injured, 1
higher, 1
excellence, 1
reached, 1
playing, 1
concerto, 1
scotch, 1
irish, 1
airs, 1
request, 1
three, 1
officers, 1
joined, 1
stood, 1
silent, 1
indignation, 1
mode, 1
passing, 1
exclusion, 1
engrossed, 1
thoughts, 1
thus, 1
refinements, 1
polished, 1
society, 1
vogue, 1
societies, 1
savage, 1
performs, 1
delightfully, 1
pause, 1
group, 1
adept, 1
science, 1
inconsiderable, 1
proper, 1
pay, 1
avoid, 1
conclude, 1
bowed, 1
myselffor, 1
feel, 1
paused, 1
companion, 1
instant, 1
moving, 1
action, 1
gallant, 1
desirable, 1
refuse, 1
taking, 1
hand, 1
surprised, 1
receive, 1
instantly, 1
discomposure, 1
entreat, 1
moved, 1
order, 1
grave, 1
propriety, 1
requested, 1
shake, 1
attempt, 1
persuasion, 1
excel, 1
cruel, 1
deny, 1
dislikes, 1
oblige, 1
politeness, 1
smiling, 1
considering, 1
inducement, 1
complaisancefor, 1
archly, 1
resistance, 1
complacency, 1
accosted, 1
reverie, 1
mannerin, 1
annoyed, 1
insipidity, 1
noisethe, 1
nothingness, 1
selfimportance, 1
strictures, 1
conjecture, 1
totally, 1
wrong, 1
agreeably, 1
meditating, 1
pair, 1
bestow, 1
desired, 1
inspiring, 1
intrepidity, 1
repeated, 1
favouriteand, 1
pray, 1
exactly, 1
ladys, 1
imagination, 1
rapid, 1
jumps, 1
matrimony, 1
wishing, 1
nay, 1
serious, 1
motherinlaw, 1
pemberley, 1
indifference, 1
wit, 1
flowed, 1
7, 1
unfortunately, 1
entailed, 1
default, 1
heirs, 1
male, 1
relation, 1
mothers, 1
ample, 1
supply, 1
deficiency, 1
attorney, 1
phillips, 1
clerk, 1
line, 1
convenient, 1
distance, 1
usually, 1
thither, 1
duty, 1
aunt, 1
milliners, 1
shop, 1
frequent, 1
vacant, 1
offered, 1
amuse, 1
furnish, 1
bare, 1
country, 1
contrived, 1
learn, 1
supplied, 1
recent, 1
militia, 1
regiment, 1
remain, 1
winter, 1
headquarters, 1
visits, 1
productive, 1
interesting, 1
names, 1
connections, 1
lodgings, 1
secret, 1
length, 1
visited, 1
opened, 1
store, 1
unknown, 1
animation, 1
worthless, 1
opposed, 1
regimentals, 1
ensign, 1
effusions, 1
coolly, 1
collect, 1
silliest, 1
suspected, 1
captain, 1
carter, 1
astonished, 1
ready, 1
slightingly, 1
anybodys, 1
yesbut, 1
happens, 1
sentiments, 1
coincided, 1
differ, 1
foolish, 1
red, 1
welland, 1
smart, 1
williams, 1
watsons, 1
clarkes, 1
prevented, 1
replying, 1
footman, 1
note, 1
servant, 1
sparkled, 1
calling, 1
haste, 1
aloud, 1
compassionate, 1
dine, 1
today, 1
louisa, 1
danger, 1
hating, 1
lives, 1
teteatete, 1
quarrel, 1
receipt, 1
officersyours, 1
caroline, 1
dining, 1
horseback, 1
seems, 1
rain, 1
stay, 1
scheme, 1
horses, 1
theirs, 1
coach, 1
spare, 1
wanted, 1
farm, 1
oftener, 1
answered, 1
extort, 1
acknowledgment, 1
cheerful, 1
prognostics, 1
bad, 1
rained, 1
uneasy, 1
intermission, 1
lucky, 1
aware, 1
contrivance, 1
breakfast, 1
dearest, 1
unwell, 1
imputed, 1
getting, 1
wet, 1
through, 1
yesterday, 1
returning, 1
insist, 1
jonestherefore, 1
alarmed, 1
meand, 1
sore, 1
throat, 1
headache, 1
meyours, 1
dangerous, 1
fit, 1
illnessif, 1
die, 1
comfort, 1
pursuit, 1
under, 1
orders, 1
dying, 1
trifling, 1
colds, 1
stays, 1
horsewoman, 1
alternative, 1
resolution, 1
dirt, 1
janewhich, 1
hint, 1
motive, 1
miles, 1
activity, 1
benevolence, 1
impulse, 1
guided, 1
reason, 1
exertion, 1
proportion, 1
required, 1
accepted, 1
set, 1
along, 1
goes, 1
parted, 1
repaired, 1
wives, 1
crossing, 1
field, 1
pace, 1
jumping, 1
stiles, 1
springing, 1
puddles, 1
finding, 1
view, 1
weary, 1
ankles, 1
dirty, 1
stockings, 1
glowing, 1
warmth, 1
exercise, 1
shown, 1
breakfastparlour, 1
appearance, 1
created, 1
weather, 1
incredible, 1
held, 1
contempt, 1
politely, 1
divided, 1
brilliancy, 1
complexion, 1
occasions, 1
justifying, 1
coming, 1
latter, 1
inquiries, 1
favourably, 1
slept, 1
feverish, 1
withheld, 1
alarm, 1
inconvenience, 1
expressing, 1
longed, 1
besides, 1
expressions, 1
treated, 1
silently, 1
solicitude, 1
showed, 1
apothecary, 1
examined, 1
patient, 1
supposed, 1
cold, 1
advised, 1
bed, 1
draughts, 1
readily, 1
symptoms, 1
increased, 1
ached, 1
acutely, 1
quit, 1
absent, 1
elsewhere, 1
clock, 1
unwillingly, 1
pressing, 1
testified, 1
concern, 1
parting, 1
convert, 1
thankfully, 1
consented, 1
acquaint, 1
clothes, 1
8, 1
oclock, 1
retired, 1
dress, 1
halfpast, 1
summoned, 1
poured, 1
distinguishing, 1
disliked, 1
restored, 1
enjoyment, 1
anxiety, 1
intruder, 1
believed, 1
indolent, 1
cards, 1
prefer, 1
dish, 1
ragout, 1
abusing, 1
impertinence, 1
style, 1
walker, 1
wild, 1
nonsensical, 1
scampering, 1
hair, 1
untidy, 1
blowsy, 1
petticoat, 1
inches, 1
mud, 1
hide, 1
picture, 1
exact, 1
lost, 1
escaped, 1
inclined, 1
exhibition, 1
whatever, 1
abominable, 1
sort, 1
independence, 1
countrytown, 1
decorum, 1
shows, 1
whisper, 1
adventure, 1
affected, 1
brightened, 1
speech, 1
excessive, 1
low, 1
uncle, 1
somewhere, 1
cheapside, 1
laughed, 1
heartily, 1
uncles, 1
fill, 1
jot, 1
materially, 1
lessen, 1
assent, 1
indulged, 1
mirth, 1
expense, 1
vulgar, 1
relations, 1
renewal, 1
tenderness, 1
leaving, 1
diningparlour, 1
coffee, 1
poorly, 1
late, 1
sleep, 1
downstairs, 1
drawingroom, 1
loo, 1
invited, 1
below, 1
reading, 1
singular, 1
despises, 1
reader, 1
deserve, 1
censure, 1
nursing, 1
thanked, 1
table, 1
lying, 1
fetch, 1
othersall, 1
afforded, 1
larger, 1
benefit, 1
